Year,Month,Day,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1982,2,5,14.47,6.38,10.43,14.45,12.46,22.17,9.71
1982,2,6,14.3,9.01,11.65,13.92,10.25,20.03,9.78
1982,2,7,16.32,12.32,14.32,15.83,7.05,20.76,13.72
1982,2,8,16.4,9.62,13.01,15.96,8.96,21.97,13.01
1982,2,9,15.19,11.02,13.11,14.44,6.7,19.15,12.45
1982,2,10,15.31,11.71,13.51,14.92,5.43,18.45,13.02
1982,2,11,14.78,10.02,12.4,14.26,7.54,19.49,11.95
1982,2,12,14.73,10.04,12.38,14,9.8,20.69,10.89
1982,2,13,14.03,10.15,12.08,13.87,8.34,18.82,10.48
1982,2,14,14.49,9.58,12.04,14.36,8.62,19.74,11.12
1982,2,15,12.55,9.57,11.06,13.27,2.53,14.1,11.56
1982,2,16,13.12,9.55,11.33,13.61,4.73,16.18,11.45
1982,2,17,13.73,9.32,11.52,13.78,6.66,17.52,10.86
1982,2,18,13.45,10.23,11.84,13.44,6.36,17.09,10.73
1982,2,19,13.78,10.64,12.21,14.53,7.11,18.15,11.05
1982,2,20,13.5,9.62,11.55,14.12,9.94,19.23,9.3
1982,2,21,13.88,9.8,11.84,14.24,7.73,18.62,10.88
1982,2,22,13.49,11.24,12.37,13.71,7.61,17.53,9.92
1982,2,23,12.31,8.29,10.3,13,3.72,14.53,10.81
1982,2,24,12.55,6.92,9.73,13.33,6.07,16.17,10.1
1982,2,25,12.62,8.69,10.65,12.72,8.63,16.2,7.57
1982,2,26,13.98,9.63,11.8,14.67,7.17,18.12,10.94
1982,2,27,13.45,11.09,12.27,13.94,9.48,19.05,9.57
1982,2,28,14.28,11.79,13.03,14.76,10.29,19.84,9.55
1982,3,1,15.38,13.41,14.4,15.72,8.3,20.38,12.07
1982,3,2,15.25,12.85,14.05,15.26,10.01,21.16,11.15
1982,3,3,16.15,11.93,14.04,15.66,11.82,22.89,11.06
1982,3,4,15.29,12.42,13.86,15.08,7.86,20.07,12.2
1982,3,5,13.55,8.33,10.94,14.05,9.37,18.73,9.36
1982,3,6,13.73,8.62,11.18,14.29,10.43,19.21,8.78
1982,3,7,14.17,9.61,11.89,14.32,8.38,18.99,10.62
1982,3,8,14.3,10.15,12.23,14.45,7.48,18.83,11.35
1982,3,9,14.41,9.96,12.19,14.92,7.88,18.82,10.94
1982,3,10,14.69,10.76,12.73,15.16,9.78,20.13,10.36
1982,3,11,15.33,11.35,13.34,15.97,11.72,21.75,10.03
1982,3,12,16.94,9.87,13.4,16.46,11.41,23.85,12.44
1982,3,13,16.08,12.17,14.12,15.75,8.61,21.52,12.91
1982,3,14,16.85,12.14,14.5,16.44,9.77,22.6,12.83
1982,3,15,16.58,12.46,14.52,16,5.43,19.8,14.37
1982,3,16,16.37,12.54,14.45,16.12,6.55,20.33,13.78
1982,3,17,15.75,12.89,14.32,16,6.04,19.17,13.13
1982,3,18,15.14,11.75,13.44,15.79,8.38,19.86,11.48
1982,3,19,14.83,9.9,12.37,15.49,10.2,20.39,10.19
1982,3,20,15.33,12.08,13.7,15.83,9.2,20.5,11.3
1982,3,21,16.01,12.81,14.4,16.4,10.53,21.77,11.24
1982,3,22,17.19,12.89,15.05,17.29,11.51,24,12.49
1982,3,23,17.16,12.59,14.87,17.07,10.22,23.24,13.02
1982,3,24,16.71,13.61,15.15,16.73,8.51,21.48,12.98
1982,3,25,14.46,10.09,12.27,15.44,7.95,18.72,10.76
1982,3,26,14.01,7.98,10.99,15.15,9.82,19.31,9.49
1982,3,27,14.56,7.77,11.17,15.51,11.18,20.53,9.34
1982,3,28,15.67,10.76,13.22,16.4,8.27,20.42,12.15
1982,3,29,16.47,11.59,14.03,16.49,8.15,20.96,12.81
1982,3,30,15.35,11.04,13.19,15.24,4.95,18.2,13.25
1982,3,31,14.65,11.59,13.12,14.89,3.76,16.84,13.09
1982,4,1,14.34,9.51,11.92,14.62,4.46,16.87,12.4
1982,4,2,15.37,8.88,12.12,15.8,11.98,21.82,9.84
1982,4,3,16.48,11.42,13.94,16.88,11.16,23.03,11.87
1982,4,4,15.66,11.85,13.76,16.25,7.05,19.67,12.62
1982,4,5,14.46,10.15,12.3,15.23,5.8,17.5,11.69
1982,4,6,15.09,9.86,12.48,15.98,10.02,20.4,10.37
1982,4,7,17.26,10.72,13.99,17.87,12.28,23.43,11.15
1982,4,8,18.51,10.59,14.55,18.3,12.8,26.06,13.26
1982,4,9,19.9,10.98,15.44,18.9,14.82,28.85,14.04
1982,4,10,19.21,12.76,15.98,18.87,11.49,25.96,14.47
1982,4,11,17.46,12.14,14.8,18.33,8.62,22.72,14.09
1982,4,12,16.24,12.45,14.34,16.53,4.97,19.01,14.05
1982,4,13,15.66,11.95,13.81,16.19,6.01,19.05,13.05
1982,4,14,15.52,11.3,13.41,16.37,6.3,18.91,12.6
1982,4,15,15.67,11.91,13.8,15.73,5.4,18.71,13.3
1982,4,16,15.57,11.65,13.61,16.33,7.34,19.67,12.32
1982,4,17,14.96,11,12.98,15.45,6.46,18.66,12.19
1982,4,18,14.68,9.37,12.02,15.27,7.02,18.34,11.31
1982,4,19,15.55,8.9,12.23,16.74,8.62,20.37,11.75
1982,4,20,16.33,11.51,13.92,17.19,9.06,21.48,12.42
1982,4,21,17.58,13.65,15.62,17.92,9.48,23.27,13.8
1982,4,22,16.3,12.7,14.51,17.3,6.17,19.97,13.8
1982,4,23,16.84,12.4,14.62,17.65,5.88,20.01,14.13
1982,4,24,17.28,12.47,14.87,18.29,7.48,21.37,13.89
1982,4,25,18.83,13.91,16.37,19.23,10.11,24.22,14.11
1982,4,26,17.01,14.83,15.92,17.01,3.66,18.74,15.08
1982,4,27,17.8,12.95,15.37,18.48,7.66,22.27,14.62
1982,4,28,17.07,11.71,14.39,18.06,8.77,21.83,13.05
1982,4,29,17.54,11.61,14.57,18.31,7.89,22.02,14.13
1982,4,30,17.81,12.41,15.12,18.58,10.3,23.19,12.89
1982,5,1,18.67,12.61,15.64,19.09,10.97,24.65,13.68
1982,5,2,19.22,11.69,15.45,19.74,12.09,25.75,13.66
1982,5,3,20.37,12.73,16.55,19.62,12.22,26.84,14.62
1982,5,4,19.58,14.08,16.83,19.9,6.83,23.15,16.32
1982,5,5,16.87,11.11,13.99,17.69,6.95,20.45,13.5
1982,5,6,15.84,10.61,13.23,16.58,6.02,18.93,12.91
1982,5,7,17.97,12.44,15.21,18.86,7.4,21.98,14.58
1982,5,8,17.38,11.23,14.3,18.18,7.05,20.96,13.9
1982,5,9,15.73,10.09,12.91,17.05,5.3,18.37,13.07
1982,5,10,16.33,10.32,13.33,17.08,8.51,20.77,12.26
1982,5,11,17.4,11.81,14.61,18.48,8.57,22,13.43
1982,5,12,18.15,13.01,15.58,19.16,10.36,23.53,13.18
1982,5,13,19.9,14.34,17.12,20.55,11.36,25.96,14.61
1982,5,14,20.78,16.41,18.59,21.55,8.74,26.05,17.3
1982,5,15,18.65,15.66,17.15,19.73,6.22,22.62,16.4
1982,5,16,17.42,13.29,15.35,18.87,6.44,20.86,14.42
1982,5,17,17.31,12.6,14.96,18.9,8.3,21.68,13.37
1982,5,18,18.63,14.18,16.4,19.72,9.21,23.45,14.24
1982,5,19,19.37,15.99,17.68,20.01,10.05,24.44,14.38
1982,5,20,20.53,16.53,18.53,21.02,9.84,25.72,15.87
1982,5,21,21.78,15.94,18.86,22.13,12.43,28.72,16.29
1982,5,22,20.77,16.35,18.56,21.87,10.37,26.39,16.02
1982,5,23,19.86,16.76,18.3,20.87,7.8,24.28,16.48
1982,5,24,20.96,16.28,18.62,21.65,10.88,26.83,15.95
1982,5,25,20.45,15.81,18.13,21.23,8.7,25.38,16.68
1982,5,26,19.48,15.22,17.35,20.26,9.98,25.22,15.23
1982,5,27,19.01,14.73,16.87,20.32,6.5,22.83,16.33
1982,5,28,17.5,14.51,16,18.34,5.3,20.25,14.94
1982,5,29,17.13,11.43,14.28,18.85,7.12,21.36,14.23
1982,5,30,17.62,12.26,14.94,18.94,8.6,22.22,13.62
1982,5,31,18.41,13.93,16.17,19.37,9.49,23.16,13.68
1982,6,1,19.31,15.56,17.44,20.65,8.88,24,15.12
1982,6,2,19.19,15.99,17.59,20.63,7.06,23.07,16.01
1982,6,3,18.71,14.3,16.51,20.27,7.5,22.88,15.38
1982,6,4,18.33,13.55,15.94,20.01,6.97,22.01,15.04
1982,6,5,18.26,12.76,15.51,20.14,8.18,22.75,14.57
1982,6,6,18.61,13.46,16.03,20.14,8.78,22.98,14.21
1982,6,7,19.61,15.74,17.68,21.09,6.9,23.4,16.5
1982,6,8,20.28,16.27,18.28,22.08,8.52,25.21,16.69
1982,6,9,21.11,17.13,19.12,22.98,8.78,25.97,17.19
1982,6,10,20.82,16.43,18.62,22.63,7.95,25.37,17.41
1982,6,11,21.12,15.52,18.32,22.6,8.62,25.58,16.96
1982,6,12,21.13,15.2,18.17,22.58,8.49,25.9,17.4
1982,6,13,21.35,16.41,18.88,22.46,10.02,26.81,16.79
1982,6,14,22.54,17.02,19.78,23.48,11.21,28.55,17.33
1982,6,15,24.56,18.54,21.55,25.01,11.29,30.34,19.05
1982,6,16,22.94,17.12,20.03,24.31,10.24,28.01,17.77
1982,6,17,20.42,14.7,17.56,22.34,8.55,24.74,16.18
1982,6,18,20.41,15.75,18.08,21.75,7.11,24.36,17.25
1982,6,19,20.41,15.19,17.8,22.08,7.64,24.64,17
1982,6,20,20.12,14.23,17.18,21.95,8.13,24.83,16.69
1982,6,21,20.6,15.44,18.02,22.21,10.77,26.04,15.27
1982,6,22,21.04,15,18.01,22.4,8.84,25.9,17.06
1982,6,23,20.41,15.79,18.1,22.08,7.98,24.62,16.65
1982,6,24,20.83,14.83,17.83,22.73,9.23,25.94,16.72
1982,6,25,20.73,13.94,17.33,22.9,9.44,26.1,16.66
1982,6,26,20.9,15.86,18.38,22.89,6.59,24.6,18
1982,6,27,21.31,14.74,18.03,22.79,10.01,26.6,16.59
1982,6,28,22.84,17.07,19.95,24.62,11.37,28.94,17.57
1982,6,29,25.34,17.9,21.62,26.53,12.67,31.99,19.31
1982,6,30,28.08,17.81,22.95,28.41,12.96,34.77,21.81
1982,7,1,30.87,16.06,23.47,29.95,19.7,43.35,23.64
1982,7,2,22.61,16.07,19.33,23.78,5.7,24.48,18.79
1982,7,3,18.74,13.76,16.26,20.34,4.51,20.43,15.92
1982,7,4,19.53,11.65,15.59,21.87,8.99,24.12,15.12
1982,7,5,21.37,12.99,17.18,23.36,9.34,26.31,16.98
1982,7,6,23.37,14.43,18.9,25.48,12.37,29.9,17.53
1982,7,7,23.81,16.4,20.11,25.4,10.04,29.78,19.75
1982,7,8,22.44,16.26,19.35,24.25,7.06,26.31,19.25
1982,7,9,22.67,16.32,19.49,24.23,9.88,27.88,18.01
1982,7,10,25.22,17.15,21.18,26.73,13.4,32.64,19.25
1982,7,11,24.02,18.58,21.3,25.93,8.2,28.05,19.87
1982,7,12,21.65,15.08,18.37,24.08,7.08,25.82,18.74
1982,7,13,21.01,14.35,17.68,23.71,6.98,24.95,17.98
1982,7,14,21.12,14.19,17.65,23.5,8.52,25.88,17.37
1982,7,15,20.82,14.45,17.63,23.1,7.63,24.89,17.26
1982,7,16,21.19,14.35,17.77,23.44,8.88,25.75,16.87
1982,7,17,21.71,15.05,18.38,24.02,10.13,27.08,16.95
1982,7,18,21.64,15.46,18.55,24.2,8.12,26.2,18.08
1982,7,19,21.44,14.76,18.09,23.76,8.38,26.01,17.64
1982,7,20,21.81,15.27,18.55,23.88,9.04,26.83,17.8
1982,7,21,22.24,15.82,19.03,24.09,8.53,27.07,18.54
1982,7,22,22.74,16.08,19.41,24.36,10.48,28.3,17.82
1982,7,23,23.32,15.51,19.41,24.73,11.72,29.49,17.78
1982,7,24,24.16,13.41,18.79,25.78,13.62,31.58,17.95
1982,7,25,25.14,13.02,19.08,26.33,13.62,31.91,18.3
1982,7,26,27.98,11.26,19.62,28.32,14.05,35.23,21.19
1982,7,27,27.02,13.64,20.33,28.26,12.42,33.9,21.48
1982,7,28,22.83,16.46,19.65,25.07,7.69,27.08,19.4
1982,7,29,22.12,16.33,19.23,24.67,7.52,26.48,18.95
1982,7,30,22.08,15.46,18.77,24.73,7.36,26.27,18.91
1982,7,31,21.47,14.73,18.1,24.55,8.44,26.28,17.84
1982,8,1,22.12,14.99,18.55,24.7,8.7,26.88,18.18
1982,8,2,21.79,14.72,18.25,24.14,7.04,25.83,18.79
1982,8,3,22.42,16.32,19.37,24.15,9.22,26.92,17.69
1982,8,4,24.07,17.49,20.78,26.15,10.98,30.09,19.11
1982,8,5,23.88,19.38,21.63,25.99,8.81,28.86,20.05
1982,8,6,24.38,17.86,21.12,26.1,10.2,30.27,20.07
1982,8,7,24.16,15.91,20.04,25.74,11.88,30.65,18.76
1982,8,8,25.09,17.42,21.26,26.44,13.95,32.86,18.9
1982,8,9,26.82,17.54,22.18,28.08,12.97,33.4,20.43
1982,8,10,31.83,12.01,21.92,30.65,14.18,39.83,25.65
1982,8,11,27.69,16.38,22.04,29.12,11.96,34.73,22.76
1982,8,12,27.28,16.12,21.7,28.65,11.27,33.89,22.62
1982,8,13,25.55,18.03,21.79,27.46,8.96,30.5,21.54
1982,8,14,22.98,16.59,19.79,25.66,7.55,27.33,19.78
1982,8,15,22.43,15.49,18.96,25.15,8.01,27.16,19.15
1982,8,16,24.45,16.27,20.36,26.17,9.96,29.69,19.73
1982,8,17,27.58,17.19,22.38,28.83,14.72,36.52,21.81
1982,8,18,28.18,16.75,22.47,29.49,15.09,37.34,22.25
1982,8,19,28.65,16.03,22.34,29.9,14.73,37.5,22.77
1982,8,20,24.78,17.26,21.02,27.07,8.56,29.57,21.01
1982,8,21,22.9,16.99,19.95,25.72,7.56,27.37,19.82
1982,8,22,22.62,15.65,19.14,25.06,9.77,28.14,18.37
1982,8,23,22.17,14.8,18.49,24.72,8.94,26.99,18.05
1982,8,24,21.68,14.93,18.3,24.57,8.53,26.65,18.12
1982,8,25,22.44,15.35,18.9,24.94,9.19,27.63,18.44
1982,8,26,22.4,16.2,19.3,24.4,6.15,25.61,19.46
1982,8,27,21.05,15.44,18.24,23.73,7.45,25.37,17.91
1982,8,28,21.44,14.3,17.87,23.62,9.56,26.9,17.33
1982,8,29,22.05,15.29,18.66,24.08,10.68,27.85,17.17
1982,8,30,22.61,17.27,19.94,24.8,8.76,27.82,19.07
1982,8,31,24.37,18.99,21.68,26.11,10.49,30.49,20
1982,9,1,25.44,19.3,22.37,26.84,11.28,32.15,20.87
1982,9,2,25.05,19.02,22.03,26.9,10.53,31.11,20.57
1982,9,3,24.74,17.24,20.99,26.3,11.27,31.1,19.84
1982,9,4,24.28,16.7,20.49,26.1,10.86,30.44,19.58
1982,9,5,24.23,18.44,21.33,25.99,9.34,30.15,20.81
1982,9,6,24.43,19.22,21.83,26.28,9.36,29.85,20.49
1982,9,7,24.69,18.62,21.65,26.22,9.12,30.31,21.19
1982,9,8,24.38,18.81,21.59,26.27,8.92,29.55,20.62
1982,9,9,23.23,18,20.62,25.3,7.66,28.06,20.4
1982,9,10,22.18,16.59,19.38,24.58,7.36,26.86,19.51
1982,9,11,21.83,15.8,18.81,23.89,9.05,26.83,17.78
1982,9,12,24.05,17.28,20.67,25.47,13.04,31.44,18.4
1982,9,13,24.72,16.75,20.73,26.2,12.68,32.04,19.36
1982,9,14,22.92,17.48,20.19,24.58,7.98,27.18,19.2
1982,9,15,23.37,16.89,20.13,25.49,7.77,28.29,20.51
1982,9,16,23.51,16.13,19.83,25.55,9.48,29.26,19.8
1982,9,17,23.89,17,20.44,25.9,9.66,29.97,20.31
1982,9,18,23.74,17.09,20.41,25.16,9.12,28.87,19.75
1982,9,19,23.64,16.79,20.22,25.27,10.18,29.38,19.2
1982,9,20,23.43,17.65,20.54,25.19,6.88,27.5,20.61
1982,9,21,22.83,17.35,20.09,24.85,7.8,27.82,20.02
1982,9,22,22.01,16.26,19.14,24.08,7.2,26.3,19.1
1982,9,23,22.31,16.56,19.44,24.22,10.65,28.4,17.75
1982,9,24,22.58,16.56,19.58,24.62,9.88,28.41,18.53
1982,9,25,22.23,17.44,19.83,23.69,8.31,27.13,18.81
1982,9,26,20.58,14.76,17.68,22.33,6.15,24.3,18.16
1982,9,27,20.33,12.77,16.55,22.09,7.73,24.68,16.94
1982,9,28,20.74,14.12,17.44,22.69,8.32,25.76,17.44
1982,9,29,20.94,15.88,18.41,22.71,7.89,25.38,17.49
1982,9,30,21.78,16.33,19.06,23.41,7.69,26.49,18.8
1982,10,1,22.12,16.17,19.14,23.69,9.17,27.33,18.16
1982,10,2,22.46,18.24,20.35,24.03,7.99,27.38,19.38
1982,10,3,22.46,16.92,19.69,23.73,9.77,28.15,18.38
1982,10,4,21.94,15.93,18.94,23.51,9.05,27.51,18.46
1982,10,5,21.57,16.94,19.25,22.97,8.13,26.4,18.27
1982,10,6,20.4,15.93,18.17,22.52,5.8,23.96,18.16
1982,10,7,19.08,12.2,15.64,21.31,6.74,22.9,16.17
1982,10,8,18.27,12.34,15.31,20.36,9.29,23.14,13.85
1982,10,9,18.99,13.22,16.1,20.62,8.56,23.9,15.33
1982,10,10,19.47,14.55,17.01,20.79,7.91,24.15,16.23
1982,10,11,19.06,11.72,15.39,20.05,10.42,24.77,14.35
1982,10,12,20.07,12.01,16.04,21.1,13.03,27.58,14.55
1982,10,13,20.03,9.32,14.67,20.75,11.58,27.07,15.48
1982,10,14,19.14,13.48,16.3,19.57,9.09,24.01,14.91
1982,10,15,18.75,12.65,15.7,19.69,5.8,21.76,15.96
1982,10,16,18.07,11.36,14.71,19.43,9.59,23.58,13.98
1982,10,17,19.01,14.2,16.6,20.33,10.52,24.91,14.4
1982,10,18,19.01,13.94,16.48,20.41,6.58,22.55,15.96
1982,10,19,16.41,9.19,12.8,17.9,5.35,19.67,14.32
1982,10,20,17.1,7.22,12.16,18.03,6.61,20.96,14.35
1982,10,21,17.34,13.05,15.19,17.55,5.24,20.19,14.94
1982,10,22,17.73,14.18,15.95,18.22,7.36,21.54,14.18
1982,10,23,16.62,11.23,13.93,17.54,7.46,21.05,13.59
1982,10,24,16.18,9.73,12.95,17.09,8.8,21.35,12.55
1982,10,25,16.43,8.26,12.34,16.9,11.28,22.94,11.65
1982,10,26,17.37,8.54,12.95,17.75,11.62,24.55,12.92
1982,10,27,17.77,10.61,14.19,17.55,8.01,22.38,14.37
1982,10,28,18.59,12.43,15.51,19.4,10.83,24.99,14.16
1982,10,29,19.31,11.01,15.16,19.24,8.26,24.54,16.28
1982,10,30,18.55,13.17,15.86,18.98,10.73,24.72,13.99
1982,10,31,18.93,12.26,15.59,19.37,10.68,25.02,14.34
1982,11,1,18.48,10.93,14.7,19.46,11.82,24.82,13
1982,11,2,19.25,11.73,15.48,19.8,11.46,25.8,14.34
1982,11,3,19.16,12.48,15.82,19.61,10.47,24.99,14.52
1982,11,4,18.91,12.8,15.86,19.83,8.6,24.51,15.9
1982,11,5,18.13,12.25,15.19,19.28,6.67,22.38,15.71
1982,11,6,17.48,13.21,15.34,17.76,5.69,20.46,14.77
1982,11,7,19.73,14.92,17.33,19.55,6,23.51,17.52
1982,11,8,16.05,12.47,14.26,16.77,5.46,18.85,13.39
1982,11,9,16.23,11.68,13.95,16.65,5.67,19.38,13.71
1982,11,10,15.08,10.5,12.79,16.04,6.54,19.02,12.48
1982,11,11,15.05,11.19,13.12,16.04,8.53,20.19,11.65
1982,11,12,15.87,12.12,14,16.62,7.91,20.58,12.65
1982,11,13,16.05,13.35,14.7,16.34,5.68,19.55,13.87
1982,11,14,15.76,12.07,13.92,16.06,6.89,19.58,12.69
1982,11,15,14.84,9.51,12.18,15.7,5.43,17.58,12.15
1982,11,16,15.4,9.88,12.64,16.05,6.38,19.19,12.81
1982,11,17,15,8.08,11.54,15.63,9.69,20.41,10.73
1982,11,18,16.31,10.27,13.3,16.44,8.73,21.85,13.12
1982,11,19,16.44,11.81,14.12,16.15,7.41,21.25,13.83
1982,11,20,16.2,12.09,14.15,15.91,7.28,20.93,13.65
1982,11,21,15.83,10.31,13.07,15.37,7.15,20.21,13.06
1982,11,22,17.07,7.01,12.04,16.44,12.09,23.93,11.83
1982,11,23,17.62,8.23,12.93,17.22,9.34,23.51,14.17
1982,11,24,17.48,10.03,13.76,16.87,8.35,22.91,14.56
1982,11,25,17.75,9.78,13.76,16.95,8.27,23.22,14.94
1982,11,26,15.4,9.12,12.26,15.83,3.34,16.7,13.37
1982,11,27,14.29,9.18,11.73,15.13,5.63,17.46,11.83
1982,11,28,15,11.75,13.37,15.44,5.9,18.67,12.77
1982,11,29,14.98,9.95,12.46,15.32,7.61,18.86,11.25
1982,11,30,14.1,7.32,10.71,13.87,8.12,18.96,10.83
1982,12,1,13.59,6.84,10.22,13.54,6.78,17.46,10.68
1982,12,2,13.19,7.01,10.1,13.01,7.31,17.31,10
1982,12,3,14,8.65,11.32,14.3,8.01,18.93,10.92
1982,12,4,13.15,7.15,10.15,13.94,7.88,17.74,9.86
1982,12,5,13.08,7.25,10.16,13.79,10.05,18.8,8.74
1982,12,6,13.1,5.79,9.44,13.62,11.34,19.58,8.23
1982,12,7,13.52,6.97,10.25,13.37,8.84,18.68,9.83
1982,12,8,13.78,10.11,11.94,14.36,8.35,18.32,9.98
1982,12,9,13.99,11.67,12.83,14.45,4.36,16.89,12.53
1982,12,10,14.27,11.37,12.82,14.47,7.76,18.9,11.14
1982,12,11,13.58,10.2,11.89,14.14,6.56,17.01,10.44
1982,12,12,11.96,8.27,10.12,12.98,9.41,17.44,8.02
1982,12,13,13.03,10.49,11.76,13.06,7.04,16.24,9.2
1982,12,14,12.43,7.93,10.18,12.86,6.33,15.43,9.11
1982,12,15,10.68,5.65,8.16,11.43,7.78,15.14,7.35
1982,12,16,10.91,5.67,8.29,11.69,8.23,15.45,7.22
1982,12,17,12.27,9.33,10.8,12.8,7,16.4,9.4
1982,12,18,12.28,9.03,10.65,12.63,5.2,14.9,9.69
1982,12,19,11.15,7.09,9.12,12.1,8.42,15.97,7.55
1982,12,20,11.86,7.67,9.76,12.02,8.51,16.68,8.17
1982,12,21,12.58,10.05,11.31,12.89,6.3,15.68,9.37
1982,12,22,11.76,7.77,9.77,12.37,2.77,13.24,10.48
1982,12,23,11.25,6.73,8.99,11.89,4.1,13.57,9.47
1982,12,24,11.56,6.89,9.23,11.9,4.75,14.44,9.69
1982,12,25,11.83,7.49,9.65,11.98,8.91,16.91,8
1982,12,26,11.65,7.94,9.8,11.98,7.29,16.23,8.94
1982,12,27,11.28,8.12,9.7,12.12,8.44,16.07,7.63
1982,12,28,12.73,8.73,10.73,12.33,6.77,17.1,10.33
1982,12,29,11.9,8.15,10.02,11.94,9.05,16.89,7.84
1982,12,30,11.51,7.73,9.62,11.9,9.31,16.9,7.59
1982,12,31,11.86,7.77,9.82,11.35,7.33,16.12,8.8
1983,1,1,12.33,7.47,9.9,12.17,7.77,16.8,9.04
1983,1,2,10.87,6.18,8.53,10.92,7.98,15.81,7.83
1983,1,3,11.38,5.97,8.67,11.09,8.48,16.52,8.04
1983,1,4,11.19,5.08,8.13,10.29,4.59,13.84,9.26
1983,1,5,11.31,6.15,8.73,11.23,9.97,16.55,6.57
1983,1,6,12.54,10.3,11.42,11.77,6.59,16.72,10.13
1983,1,7,12.76,10.1,11.43,12.94,6.62,16.62,9.99
1983,1,8,13.3,10.55,11.93,13.15,6.44,17.31,10.87
1983,1,9,14.3,8.65,11.48,13.78,7.16,18.55,11.39
1983,1,10,14.78,9.56,12.17,14.2,9.67,20.65,10.98
1983,1,11,14.53,11.61,13.07,14.26,10.46,20.79,10.33
1983,1,12,14.16,11.87,13.01,14.3,7.76,19.21,11.44
1983,1,13,12.87,10.01,11.44,13.22,9.11,18.3,9.19
1983,1,14,13.27,9.68,11.48,14.08,5.93,17.13,11.2
1983,1,15,12.9,10.13,11.52,13.51,8.68,18.46,9.78
1983,1,16,12.75,8.54,10.64,13.08,9.96,19.05,9.09
1983,1,17,12.95,7.12,10.04,13.08,10.16,19.42,9.26
1983,1,18,14.33,7.8,11.07,13.52,8.79,19.48,10.69
1983,1,19,14.99,6.27,10.63,14.22,9.54,20.9,11.36
1983,1,20,14.53,9.31,11.92,14.14,7.15,18.64,11.49
1983,1,21,15.44,9.7,12.57,14.6,6.63,19.86,13.22
1983,1,22,14.65,6.28,10.47,13.62,6.2,18.52,12.33
1983,1,23,14.3,4.8,9.55,14.36,13.98,22.87,8.88
1983,1,24,15.73,8.1,11.92,15.08,10.31,22.33,12.02
1983,1,25,14.66,7.47,11.06,14.39,11.91,21.98,10.07
1983,1,26,14.64,8.08,11.36,14.65,12.24,22.26,10.01
1983,1,27,14.03,7.48,10.76,13.78,10.64,20.59,9.95
1983,1,28,13.2,9.07,11.13,13.12,9.88,19.33,9.44
1983,1,29,12.76,7.72,10.24,12.69,10.12,18.99,8.87
1983,1,30,13.94,9.19,11.57,13.48,10.22,20.76,10.54
1983,1,31,14.99,8.36,11.67,14.26,11.52,22.23,10.72
1983,2,1,14.4,9.34,11.87,13.76,9.41,20.41,11.01
1983,2,2,14.34,10.25,12.3,14.4,9.01,19.82,10.8
1983,2,3,14.63,9.51,12.07,14.94,9.06,20.63,11.57
1983,2,4,14.48,11.38,12.93,14.29,7.42,18.92,11.5
1983,2,5,13.55,10.47,12.01,13.41,7.57,18.38,10.81
1983,2,6,12.8,9.49,11.14,13.37,7.48,17.1,9.62
1983,2,7,11.69,8.46,10.07,12.26,4.42,13.51,9.09
1983,2,8,11.85,8.44,10.15,12.26,5.32,14.64,9.32
1983,2,9,11.38,8.58,9.98,12.19,2.95,12.26,9.31
1983,2,10,9.97,4.16,7.06,10.87,5.23,12.83,7.6
1983,2,11,10.57,7.09,8.83,11.13,4.8,12.61,7.8
1983,2,12,9.92,4.71,7.31,10.22,4.88,11.44,6.57
1983,2,13,8.91,3.4,6.15,9.91,7.95,13.26,5.3
1983,2,14,10.24,8.38,9.31,10.83,4.34,12.26,7.92
1983,2,15,11.59,9.57,10.58,11.92,4.58,14.48,9.9
1983,2,16,12.76,9.49,11.12,13.24,8.7,17.88,9.18
1983,2,17,14.32,9.19,11.75,13.88,9.21,19.05,9.83
1983,2,18,14.09,10.69,12.4,14.3,8.02,18.36,10.33
1983,2,19,15.35,9.64,12.49,15.28,11.45,21.79,10.34
1983,2,20,14.85,10.31,12.58,14.93,10.34,20.82,10.48
1983,2,21,15.59,11.12,13.35,15.4,7.34,20.07,12.73
1983,2,22,16.58,10.8,13.69,16.47,10.16,22.71,12.55
1983,2,23,16.72,10.71,13.71,16.49,10.05,22.65,12.6
1983,2,24,16.62,12.55,14.58,16.8,10.61,22.23,11.62
1983,2,25,16.92,13.86,15.39,17.03,8,21.92,13.92
1983,2,26,15.93,13.65,14.79,16.23,7.01,20.15,13.15
1983,2,27,14.23,10.79,12.51,14.87,8.19,18.89,10.69
1983,2,28,13.74,10.37,12.05,14.32,9.95,19.3,9.35
1983,3,1,15.31,11.44,13.37,15.53,11.38,21.99,10.62
1983,3,2,17.36,11.64,14.5,16.76,10.84,23.75,12.9
1983,3,3,16.44,12.34,14.4,16.27,8.68,21.32,12.64
1983,3,4,16.46,13.04,14.75,16.05,7.76,21.16,13.4
1983,3,5,19.87,12.38,16.12,18.72,11.3,26.66,15.37
1983,3,6,17.75,13.93,15.83,16.79,4.75,20.05,15.3
1983,3,7,18.56,13.3,15.94,17.88,9.12,24.14,15.01
1983,3,8,17.37,13.24,15.3,17.08,8.67,23.18,14.51
1983,3,9,17.59,13.51,15.55,17.55,10.55,24.17,13.63
1983,3,10,20.24,11.94,16.09,18.91,14.01,29.15,15.14
